ImageName,ColonyCount,MeanArea,MeanRadius,MeanEccentricity
Semillero U87 y MCF-7 (hipoxia 1Gy 05.04.2016) seg,91,471.285714285714,9.68852897145897,0.760448516181136
Semillero U87 y MCF-7 (hipoxia 2Gy 05.04.2016) seg,99,443.818181818182,9.47283112371899,0.736972770847109
Semillero U87 y MCF-7 (hipoxia 4Gy 05.04.2016) seg,76,528.368421052632,10.2010590216394,0.770370781657341
Semillero U87 y MCF-7 (hipoxia 6Gy 05.04.2016) seg,128,403.46875,9.18633431284437,0.706493085070296
Semillero U87 y MCF-7 (hipoxia 8Gy 05.04.2016) seg,55,554.654545454545,10.9985990384548,0.824752090720628
Semillero U87 y MCF-7 (hipoxia 10Gy 05.04.2016) seg,52,733.903846153846,12.4483962949426,0.878510663878075
