ExperimentNumber,ColonyID,Size,MinorAxisLength,Eccentricity,MeanIntensity,Radius,Type
3,26,172,13.2675335354413,0.612046137889733,0.360980480577208,7.39927702033192,3
3,27,77,9.21053997858421,0.518542497866344,0.271719969780912,4.95074350336915,3
3,28,200,7.79506919053566,0.97381525672954,0.357562326869806,7.97884560802865,3
3,29,132,7.32598783844085,0.94956885141939,0.401651557122471,6.48204481442857,3
3,30,73,8.54845725604188,0.647984506375576,0.453098318976967,4.82043791490117,3
3,31,126,6.43476942491396,0.97106438733168,0.381326122323352,6.33301236846713,3
3,32,47,7.07361150246348,0.574427331316053,0.374226439559144,3.86788891394752,3
3,33,37,6.25718663569559,0.582701150994687,0.390244815452572,3.43183125878885,3
3,34,134,12.8885456978661,0.267730223530786,0.338136188861785,6.53096660140197,3
3,35,38,5.11942443235431,0.853363354921589,0.370753754191573,3.47789816915102,3
3,36,44,6.56898128719478,0.652538467534982,0.382838076051372,3.74241031850956,3
3,37,66,7.97765082139363,0.661893370572919,0.394652900193066,4.58349784423754,3
3,38,196,14.1955695809463,0.609866737266432,0.356732997908305,7.89865416966859,3
3,39,151,12.1319020527161,0.672420896932325,0.395186292674873,6.93287767191607,3
3,40,41,5.21756298332008,0.860583613558896,0.379062225525302,3.61257599692178,3
3,41,38,6.61925813494071,0.475160306923132,0.357194926374107,3.47789816915102,3
3,42,124,6.02630623805653,0.975223823735627,0.452126708962559,6.28254931431422,3
3,43,74,7.16561752305282,0.844885268915118,0.394587107883507,4.85334230995512,3
3,44,116,10.6456692375162,0.652552401386918,0.386354952717547,6.0765077797465,3
3,45,23,4.50286290579698,0.746432796230764,0.275803926291702,2.705758189903,3
3,46,103,8.98762853145977,0.793965862404963,0.340034424333701,5.72589890558072,3
3,47,123,10.1995615038937,0.760940326593444,0.457615476431773,6.25716517287232,3
3,48,85,6.41133264273509,0.93513330838684,0.398875672152518,5.2015709478601,3
3,49,186,9.96220005605059,0.918741770488962,0.498994727906353,7.69452005197108,3
3,50,35,4.36219633394521,0.913451243514716,0.501028888009497,3.33779058906227,3
4,1,130,10.9146817496781,0.723464538395924,0.467163718634307,6.43275098258069,3
4,2,148,9.25735734446822,0.903200431243059,0.44895396733632,6.8636625175777,3
4,3,65,8.54146590717616,0.500356996977153,0.374825174825175,4.54864184146723,3
4,4,138,9.61742896706767,0.85617004529467,0.417276989847322,6.62772693261899,3
4,5,34,6.67208545634673,0.0878229774030344,0.358210128971375,3.28976232123977,3
4,6,197,12.0551595794902,0.828487768168297,0.348102554358153,7.91877816195193,3
4,7,34,3.10506198011086,0.9791102932869,0.399653979238754,3.28976232123977,3
4,8,59,5.48308160561187,0.92102896009697,0.338054019758905,4.33362242065961,3
4,9,39,3.27529286609443,0.97903921055378,0.445632798573975,3.52336281997296,3
4,10,45,7.31984550533539,0.409097095408931,0.369964349376114,3.78469878303024,3
4,11,24,5.39547135207955,0.400320384512718,0.292168003565062,2.76395319577068,3
4,12,28,5.57203903859431,0.537779962981453,0.388989686783804,2.98541066072092,3
4,13,141,8.52712159165777,0.91738724669798,0.432586187279554,6.69938011698952,3
4,14,54,6.1149850931672,0.845522095439576,0.411442859972272,4.14592979365603,3
4,15,53,7.76119851189174,0.491684826181545,0.395873272121885,4.10736216661508,3
4,16,89,8.16802991229589,0.823007992415259,0.429685152917142,5.3225538860924,3
4,17,72,8.69226987360353,0.584510328035385,0.429998514557338,4.78730736481719,3
4,18,142,9.53357239698116,0.868330941728584,0.376995932816148,6.72309481102998,3
4,19,19,3.9809016443994,0.795215693165417,0.421756262313538,2.45924537968297,3
4,20,101,10.4598520569443,0.539261699241059,0.411433790437867,5.67003514138694,3
4,21,81,8.22808389475885,0.766415088060318,0.499455337690632,5.07770625192981,3
4,22,95,8.66878517232382,0.792574956863401,0.381677455671264,5.49903984232339,3
4,23,32,6.37104232681708,0.25595810640926,0.398521056149733,3.19153824321146,3
4,24,168,7.60270724589801,0.968340159325644,0.429518398268398,7.31273279143145,3
4,25,177,13.3923201890116,0.704244664109984,0.513195262696759,7.50605421340207,3
4,26,131,10.9471963584589,0.715434820605343,0.520288198554925,6.45744493511765,3
4,27,56,5.1934096001344,0.931392847838308,0.377817035905271,4.22200824564475,3
4,28,82,9.44437260474586,0.534553110398286,0.389445024129386,5.10895396995029,3
4,29,197,13.1216753983108,0.75509705244496,0.455828062650995,7.91877816195193,3
4,30,111,8.4171201826541,0.868293690730629,0.504889916654622,5.94410610322534,3
4,31,119,6.30679388233674,0.966155122539823,0.41707859614434,6.15458174499869,3
4,32,137,12.2158592191941,0.527104058420749,0.448719700222491,6.60366976818037,3
4,33,36,6.92820323027551,0,0.398767082590612,3.38513750128654,3
4,34,89,9.67061532591387,0.587545008833666,0.394144685453344,5.3225538860924,3
4,35,139,7.56049470122117,0.947995929218275,0.392759589120148,6.65169709018284,3
4,36,28,5.57203903859431,0.537779962981453,0.308919022154316,2.98541066072092,3
4,37,152,11.2123000027308,0.778187520378943,0.453850619195047,6.95579633830205,3
4,38,129,11.2859956434602,0.638858168792962,0.425869502134892,6.40796186924587,3
4,39,38,6.5104504385089,0.505213265756575,0.376160990712074,3.47789816915102,3
4,40,112,11.6945245633119,0.310644807808158,0.428165584415584,5.97082132144185,3
4,41,153,11.6904715878594,0.719102166808728,0.344683862849953,6.97863973752192,3
4,42,140,12.9059784829028,0.386780729658271,0.345865164247517,6.67558117812455,3
4,43,88,9.6955838312778,0.560723983677499,0.420621657754011,5.29256742840123,3
4,44,129,12.4680847264235,0.350833218505739,0.408966546449447,6.40796186924587,3
4,45,121,8.0354232297324,0.910227560589705,0.415222963715914,6.20608541902532,3
4,46,105,11.0395004411289,0.433551634898712,0.382900432900433,5.78122288528111,3
4,47,193,15.4163567550615,0.273626002470519,0.426768446427087,7.83797218886822,3
4,48,14,3.72890894294322,0.652071200401997,0.375477463712758,2.11100412282238,3
4,49,55,7.23703362209841,0.679635360175484,0.422386971317453,4.184141935942,3
4,50,134,12.6625292413699,0.36150724369628,0.411385585441775,6.53096660140197,3
4,51,120,11.2314789160803,0.57684185103174,0.422069964349376,6.18038723237103,3
4,52,121,11.3368557642429,0.566184532436915,0.331594997127326,6.20608541902532,3
4,53,61,7.75665597729108,0.649721216462094,0.405365126676602,4.40646151205377,3
4,54,123,7.37788027195555,0.951147591112796,0.444187209251772,6.25716517287232,3
4,55,130,12.368795374381,0.397308916184134,0.370701357466063,6.43275098258069,3
4,56,43,7.40770672667522,0.22092325840815,0.3436139783609,3.69963851016596,3
4,57,201,14.7066459455989,0.542316962251352,0.411212653310985,7.99876785029681,3
4,58,32,5.47413962401146,0.695210455285358,0.309867981283422,3.19153824321146,3
4,59,87,9.7325489396573,0.548101764300548,0.424411457372918,5.26241010355424,3
4,60,84,9.25978551180933,0.612485059250486,0.399573465749936,5.17088294582641,3
4,61,151,12.1756765630854,0.645180540922818,0.393721004355987,6.93287767191607,3
4,62,70,9.34217268499092,0.246222634529102,0.406016042780749,4.72034871941315,3
4,63,12,3.46410161513775,0.661437827766148,0.205436720142602,1.95441004761168,3
4,64,64,8.68422966230776,0.419525425728619,0.371386196524064,4.51351666838205,3
4,65,83,10.2238517682687,0.211296705351586,0.350106307583274,5.14001172695692,3
4,66,46,7.54887456819736,0.311526249580165,0.336462450592885,3.82651992866291,3
4,67,10,2.3094010767585,0.916515138991168,0.478609625668449,1.78412411615277,3
4,68,109,10.6106021246386,0.598852483591218,0.443592699798852,5.89031218137317,3
4,69,171,12.9653538401729,0.644392793017459,0.303702661287801,7.3777361390489,3
4,70,161,6.60561107358499,0.979142131026005,0.406740957252466,7.15876327835963,3
4,71,33,5.1900626862963,0.781825879908059,0.396532166585643,3.24102240721429,3
4,72,156,10.2601770816721,0.851712106332517,0.402423556835321,7.04672563994593,3
4,73,34,6.67208545634673,0.0878229774030362,0.337330921673482,3.28976232123977,3
4,74,64,5.45139475126899,0.935854918402345,0.397205046791444,4.51351666838205,3
4,75,40,7.04910684708052,0.289831484732355,0.314237967914438,3.56824823230554,3
4,76,59,8.34590458350478,0.398798811315113,0.39109942898577,4.33362242065961,3
4,77,125,9.50500885599735,0.826625044765826,0.44427807486631,6.3078313050504,3
4,78,85,9.28806682617843,0.615745915738812,0.39631959735766,5.2015709478601,3
4,79,42,6.66061376974914,0.588895675395036,0.394798828622358,3.65636639571573,3
4,80,20,2.30940107675851,0.979795897113271,0.388168449197861,2.52313252202016,3
4,81,19,3.35578771269407,0.895616338689501,0.50816211652125,2.45924537968297,3
4,82,113,11.4896683484254,0.413821459600905,0.424565803795372,5.99741753913869,3
4,83,55,7.38145326809861,0.649433833375664,0.377758872143899,4.184141935942,3
4,84,55,7.50603636667994,0.611990244813875,0.36575109382596,4.184141935942,3
4,85,92,7.11282669532004,0.904580460987941,0.379562892350616,5.41151637980601,3
4,86,53,6.90195707920665,0.720101920692422,0.362652608213096,4.10736216661508,3
4,87,127,8.06864123352441,0.917138251425616,0.390111162575266,6.35809370372452,3
4,88,19,4.44818285707316,0.619000533211531,0.545524908528005,2.45924537968297,3
4,89,136,9.55872096790754,0.857184624789987,0.515384161686065,6.57952464247954,3
4,90,78,8.73885489130256,0.672783745805202,0.400041135335253,4.98278748516688,3
4,91,187,14.7613816146554,0.414794702940617,0.395007006205496,7.71517651880816,3
4,92,34,5.66237081088301,0.701513894285338,0.447978924189997,3.28976232123977,3
4,93,99,7.17543790508192,0.917859667286191,0.493072435585805,5.61361547776433,3
4,94,81,9.20124157735366,0.584005784637981,0.430547303096322,5.07770625192981,3
4,95,190,7.5731834492454,0.975579963742096,0.459379397692091,7.77681672504375,3
4,96,65,8.70353725782709,0.436782724835998,0.443089263677499,4.54864184146723,3
4,97,183,12.8684420079527,0.776161788738514,0.523494345577277,7.63221522047392,3
4,98,208,12.9569063741919,0.782092025406556,0.52309363430687,8.13685789025644,3
4,99,210,13.1987372884039,0.771916569971662,0.52115482556659,8.17588381146626,3
4,100,27,5.42113664513106,0.573852344856015,0.446821152703506,2.93161507141752,3
4,101,32,3.30978289075811,0.966939760807296,0.530038435828877,3.19153824321146,3
5,1,79,9.58974312184555,0.442242755766522,0.288647726702674,5.01462670679677,3
5,2,202,11.7330312081505,0.853139730206431,0.360660240396563,8.01864059608146,3
5,3,135,12.2880976881408,0.48924689090426,0.365927882968834,6.55529058355247,3
5,4,139,8.631492227037,0.909110879752796,0.474430495233932,6.65169709018284,3
5,5,70,4.55695734494705,0.974608904776422,0.361822985468957,4.72034871941315,3
5,6,36,5.06716306303091,0.839672012637158,0.414024658740643,3.38513750128654,3
5,7,19,4.44818285707316,0.619000533211531,0.430786344990614,2.45924537968297,3
5,8,169,7.59323520191492,0.96869427877883,0.438479516621982,7.33446458612083,3
5,9,203,13.9532009194229,0.676808661235775,0.53086789309629,8.03846421247924,3
5,10,130,8.16331477017392,0.917931767239027,0.41737628289808,6.43275098258069,3
5,11,199,14.4076110187873,0.578813866980016,0.339949416833175,7.95887349758585,3
5,12,40,6.58280588604383,0.561951486949016,0.396796565389696,3.56824823230554,3
5,13,69,5.59817394894712,0.93727582668904,0.395420519594892,4.6865106579076,3
5,14,99,10.4284039136856,0.520199154821811,0.387094191585605,5.61361547776433,3
5,15,103,6.50689111571527,0.956296777802252,0.451629451975735,5.72589890558072,3
5,16,56,8.22407092053377,0.358946201241287,0.345301000188715,4.22200824564475,3
5,17,193,11.2239874843028,0.863588348548197,0.413070410195687,7.83797218886822,3
5,18,127,10.845784875933,0.695118300376115,0.257606174393326,6.35809370372452,3
5,19,166,8.59081520137991,0.938196167238914,0.3967707023603,7.26907429501923,3
5,20,151,12.4090228345898,0.605950252631592,0.433814202104858,6.93287767191607,3
5,21,81,9.16822616493219,0.617478598853711,0.276579088996526,5.07770625192981,3
5,22,101,7.35501766516031,0.911751138365442,0.270570385968584,5.67003514138694,3
5,23,70,6.76090582123442,0.864046301992059,0.418852613700698,4.72034871941315,3
5,24,74,7.19090826905753,0.840926085709744,0.405762433503517,4.85334230995512,3
5,25,21,4.26151680931357,0.76322362738853,0.421651884003271,2.5854414729132,3
5,26,27,5.13278970872197,0.669432597259396,0.450706981750575,2.93161507141752,3
5,27,101,5.46396288530643,0.976226782046506,0.454621551983468,5.67003514138694,3
5,28,124,10.3098859179511,0.744651847953584,0.537510120594878,6.28254931431422,3
5,29,89,6.91376836055282,0.910370450694397,0.533151262375136,5.3225538860924,3
5,30,100,7.3167173205178,0.914363569270554,0.532998678996037,5.64189583547756,3
5,31,160,10.9532339212368,0.831584268909391,0.423282694848085,7.13649646461108,3
5,32,92,8.73165950686516,0.782288494450473,0.491212451898225,5.41151637980601,3
5,33,35,3.98706249224375,0.946451866310481,0.464993394980185,3.33779058906227,3
6,1,57,7.59654307160845,0.631112250854577,0.414248021108179,4.25953794588991,3
6,2,42,6.67431958958244,0.582976993715701,0.443837165473049,3.65636639571573,3
6,3,194,9.21759028056462,0.94008587810485,0.438198732421184,7.85825158159596,3
6,4,144,6.50142686391832,0.977188763054968,0.431654939900323,6.77027500257308,3
6,5,74,7.57740692861947,0.802593398876399,0.375205020323754,4.85334230995512,3
6,6,10,2.3094010767585,0.916515138991168,0.374802110817942,1.78412411615277,3
6,7,45,5.13572636828095,0.895478058283007,0.377220756376429,3.78469878303024,3
6,8,201,12.8940979948316,0.766245167844997,0.44132241168826,7.99876785029681,3
6,9,76,7.60105600459686,0.811484909508547,0.391195667268435,4.91849075936594,3
6,10,107,6.1394558514556,0.969719553906626,0.448536483120854,5.8360224315595,3
6,11,27,4.52855474390593,0.819218761588659,0.387862796833773,2.93161507141752,3
6,12,211,10.9329193658155,0.899425667180055,0.423520364141105,8.19532708223289,3
6,13,51,6.68211125588575,0.741825674977331,0.371462569196544,4.0291195310357,3
6,14,68,7.04144754252541,0.825786401271736,0.400609188266336,4.65242649168128,3
6,15,104,8.31628199826016,0.856705974079037,0.429115080170489,5.75362739175159,3
6,16,147,9.52933569227002,0.880123077304146,0.382047278014108,6.84043516664088,3
6,17,150,8.94770044694516,0.910729728913461,0.430817941952506,6.90988298942671,3
6,18,139,7.91792045703199,0.937356968482959,0.31943205330195,6.65169709018284,3
6,19,107,8.39819660440717,0.858513096799492,0.384484501763125,5.8360224315595,3
6,20,88,8.44053590281309,0.782456351479811,0.41195430558887,5.29256742840123,3
6,21,104,11.3760178282071,0.251141718226099,0.50257509640755,5.75362739175159,3
6,22,97,9.53204614142973,0.684438167861615,0.438593150722193,5.55662298161641,3
6,23,96,5.49747416749022,0.973411970440846,0.446542436235708,5.52790639154137,3
6,24,123,9.66116360991218,0.814530827460711,0.491108393933544,6.25716517287232,3
6,25,42,5.21901286050296,0.866025403784439,0.464411358210831,3.65636639571573,3
6,26,205,9.80528201566559,0.942880500277965,0.479940794130896,8.07796550300118,3
1,1,32,6.37104232681708,0.25595810640926,0.317831137309293,3.19153824321146,3
1,2,199,11.3790149786463,0.866426630856209,0.410004251493251,7.95887349758585,3
1,3,95,7.54889570742744,0.890660685006566,0.412555660997153,5.49903984232339,3
1,4,20,2.30940107675851,0.979795897113271,0.521359223300971,2.52313252202016,3
1,5,88,9.6421392069648,0.57117904638738,0.401872399445215,5.29256742840123,3
1,6,77,9.55232058996042,0.397333008197004,0.356755588378335,4.95074350336915,3
1,7,172,9.39893372216784,0.916966734924858,0.403694803728672,7.39927702033192,3
1,8,114,9.81572197684346,0.754763197585058,0.364746818502567,6.02389633252035,3
1,9,38,6.5104504385089,0.505213265756575,0.259690488356815,3.47789816915102,3
1,10,82,9.5776631426606,0.499051771549793,0.388180372788471,5.10895396995029,3
1,11,114,10.6945564256221,0.631478307558523,0.439289972504076,6.02389633252035,3
1,12,133,12.1824630196254,0.502551527411344,0.397588979383271,6.50655168752575,3
1,13,96,6.24286786852858,0.953201440522605,0.419859570041609,5.52790639154137,3
1,14,86,10.4832610151758,0.130290236863372,0.337015772667161,5.23207895695449,3
1,15,82,9.10577551932892,0.656253788626275,0.500828794695714,5.10895396995029,3
